Company Name,Verticals,Financing Stage,Region,Company Description,Company Highlights,Pitch Deck,Get Connected,Founder Name,View LinkedIn,Pitch Video (if available),View Website,State,Country,Accelerator Program
Cloud-fence,Cybersecurity,Pre-Seed,United States,Cloud-fence is a security solution that helps customers reduce the attack surface of their applications running in the cloud with a prime focus on removing over-permissions from the machine identities and preventing privilege escalations.,"- 2 paying beta customers
- Recently on-boarded a healthcare company for a PoC
- Late stage discussion for 3 PoCs including one with a publicly listed company",Cloudfence_TS_Investors_Reveal.pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/jSIa-Poro9xRtAuehIcZhQ/fN9fBIag5DygJ6-ICTDjfFC4WsHISYZxzKghmsaIwvKP2NXg8-NUiohh8NJEppNK8qGRL_-Y5yiDfY2HgVeTrtQzMsQFwdoO2AQzIxxSJ_o6sI_5sxng61HQeKL_3saW-PvMpAp-1_2y-GxOgccWBT7oxOfqUccaNv7N-Iw31Yg/dRWSckr1Z3nlPCS39bTHNy2ABuDZ2ncJIpijuEwMKZA),https://brdg.app/s/gzvi6u,Mounira REMINI,https://www.linkedin.com/in/mouniraremini/,https://fast.wistia.com/embed/medias/ouljk1imw7,https://www.cloud-fence.com,New York,United States,Techstars Seattle Accelerator
EDUrain Inc.,Real estate tech,Seed,United States,"EDUrain provides the ultimate housing rental marketplace for colleges serving both their on and off-campus housing needs, students can find roommates, housing, and build credit + landlords and college admins get dashboards. Everyone wins!","- EDUrain has marked its presence serving 5 US rental markets, attracting 10k active users from 41 countries
- Our 2023 performance boasts over $2M in revenue and multiple Letters of Intent
- Currently in discussions with 15 US colleges, including an active deal with Cal Poly, potentially adding 21K students annually",EDUrainv8-Jan9.pptx.pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/9_irumDHu37daCj_pWz7ew/53TiHo7CzNlO9elqhGs_FpaEjv-tE91qDnLKhInvfpydkjGKAqe_P-_41W7RPgVRxZ93GkaQZ2OdIuMrFkV9PxCHUcK5MB70ophw2t9-8x2Eb-sI1AOBvju0sQf0TpTdDRuHQ2yJ3r_iA4YWBCVEBrPCtFUfbfJh7B_sWSJGZ6M/WzdVj54R3IaKv6pV6y3VaNIewbW4rnoDz8D4yO7-LC8),https://brdg.app/s/ndd1tn,Bryon Pierson Jr.,https://www.linkedin.com/in/bryon-pierson-jr-839148a6/,,https://www.edurain.org,Missouri,United States,Build in Tulsa Techstars Accelerator
Profeci,"Adtech,Artificial intelligence and machine learning",Pre-Seed,United States,"Profeci allows companies to meaningfully engage with users. With our MIT-developed framework, we're the first to commercialize predictions of user behavior with a cause-and-effect lens, at scale. We're opening up our product to 10 alpha users in Q1.","'- Paid academic pilot with a pharmaceutical company ($50k+)
- Paid academic pilot with a ride sharing company ($50k+)
- Paid academic pilot with a sports betting company ($50k+)
- Distributing LOIs for our Alpha Program in Q1 (5 of 10 spots filled)",Profeci pitch deck 12024 (3).pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/vMYmoNbn2U_l9CFVgKfMfQ/Whx3BUwutYUaLdTOCIN9Ei_qywSx1h9YrW6oLZz8icQbySYkBqf6KL6OP6Gf7prQDON-mDAvXHf5ZU-4roKiKQiG7_qJOdgpa04xInrGbXBEJNTKHrrIE_CE_66-Goo_ShAwFTdqi0xTyBUFLNnCrXn-jG_wZDyYsE0KlzJGYSg/U97QhLJANvEkYFqBiBocLzBWH-sd0Q0GF9GocBAUDq0),https://brdg.app/s/1iyws4,Gina Zaghi,https://www.linkedin.com/in/gina-zaghi-365944a7/,https://fast.wistia.com/embed/medias/iqrc8waxkw,https://www.profeci.ai,California,United States,Techstars Austin Accelerator
O Analytics,"Artificial intelligence and machine learning,Drones,Space tech",Pre-Seed,United States,"O Analytics provides physics-based and AI/ML solutions for surveillance, intelligence gathering, space domain awareness (SDA), satellite fleet custody management, space traffic management, rendezvous proximity operations and collision avoidance. ","'- O Analytics is actively supporting the United States Space Force on our 6th contract
- Reigning 2023 TechCrunch Disrupt Space Domain Awareness (SDA) winner
- 2022 NewSpace Nexus Elite Company",[1] OAI General Pitch Deck nT 01172024 Draft.pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/ew4xdZprCgQMumVy2iyoHw/QmMTXKeXMUI0CEW9YP1td842gdw7J0SmJcjefiflCli-XgQvGcmV2fMYjp63QKNywRXf-bgzYUVYxnAKwFXuiaUHDaCyjdtwFjZMK_bF-In96f48q0crUld_xNvED7SUOuGkbDcmDMzV5X8tDLnxdAC3sObD6P2ORtkwgCk8zOstidZ4qQjsgDfyjlpSDYrb/MGOl5HksmzWi2PGv6TumzMGnolp3WVKJBDbQa70WN1c),https://brdg.app/s/e51rof,Stacey Jones,linkedin.com/in/o-analytics-0b71b51a5,https://fast.wistia.com/embed/medias/55csq7wvir,www.o-analytics.com,West Virginia,United States,Techstars Space Accelerator
MoneyStack,"Fintech,Healthtech,Lifestyles of Health and Sustainability and wellness",Pre-Seed,United States,MoneyStack makes financial counseling accessible to individuals when they are experiencing a mental health crisis made worse by financial distress. Gambling addiction treatment programs in 17 US states are our initial customers. Revenue grew 7X YoY.,"'- Secured 17 state government customers (Problem Gambling / Gambling Addiction treatment programs); added 8 since September 2023
- Grew revenue 7X in 2023 (YoY) to $140K
- Gross margin on financial counseling service is 55% and will increase as the business scales
- High LTV and receiving referrals through existing customer base",MoneyStack - Intro Pitch Deck (TS Investor Reveal - Jan 2024) (2).pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/VO0pv0Zq5zZ_LXIyFRUyow/TujSzQ2Wtb9ZwBf7Lf7eYcewIKc8wkgmrKexCxKDh-EMzJzv6J8cJStjLqktTCRsk50BWcEETC4gcXBa1JiK39jp5RJPbFZaFN8QgLharT-od1z8NVF7JWTyjdmAXEFsqxlr0YGeaYye9w9tIS_bHw4Ma0HIDHDviV8hyCEug-PZODtWDCoOknth85CuOkg29Q2TecCdhJduPUgd-ahYAQ/5993X_NRRuQSuBehgo6pHVhTrnQ9Fqa5rGxAIkp3NEg),https://brdg.app/s/f4f0b1,Alex De Marco,https://www.linkedin.com/in/alexdemarco/,https://fast.wistia.com/embed/medias/uagu2p4otj,https://www.moneystack.com/,Pennsylvania,United States,Techstars Economic Mobility Powered by Samvid Ventures
"Produx, Inc.","Artificial intelligence and machine learning,""Technology, media and telecommunications""",Seed,United States,"Produx enables B2B product teams to make smarter prioritization decisions by leveraging the existing customer data. 

Produx connects with channels like call recordings, support ticketing, chat, CRM, etc. to deliver actionable intelligence.  ",#NAME?,Pitch deck - Produx .pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/gTYY9437Sli1TARppGEEEQ/GmP4B5ij_3dMd9JJS6rQOjzcQb1y1dIVWiOyJsZ2JWSvRyfpjhUpiHzX13UNgHvOv-qzqzXWqBQHRcq20jeWNpqtEQ9lQcv4BaD9CqyIYjbtYJlTvABWoN6DqVY5pg4fsPkDbMPe4pRfx_vvMFyuNQ/w0cnAIhl_TdnQBW_1DP41cNO67Z-AwgaF6Jb21B0GdU),https://brdg.app/s/0px29t,Tony Tom,https://www.linkedin.com/in/tonytom/ ,https://fast.wistia.com/embed/medias/a2phwwohbw,https://produx.ai/,Washington,United States,Techstars Seattle Accelerator
Asoba,"Cleantech,Climate tech,Infrastructure",Pre-Seed,United States,"Asoba distributes clean energy on-demand for African industrial enterprises, municipalities, and utility companies","- Joined Power Africa's partner network October 2023
- First commercial agreement to run a pilot signed with Ghana's National IT Agency July 2023
- First MOU signed for 1GW of generation capacity to distribute in December 2023
- Partnership agreement signed with major solar developer in Uganda for 1GW distributed solar in January 2024",TechStars - Asoba.pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/PA98LVkOaW7Bed9B1d1cew/cF51yZlx6wxZ-DSUTBVm0JFx0xgixpyL6FxmCi5fd6b-b6xCMzPC0nbE1xj70rzkMFm2__7dshuAyaTQ-C3Yj0qBnPFu_okqt8IA10pMCYLf7udU08tTvgoLrNNBhAd5dkNPGgBlGhPZvCNHJ6q5mA/e8dYCeflOkHxHg130vs3Ih7U_wHtAyMULijhPBqND2w),https://brdg.app/s/lw2xp7,Shingai Samudzi,https://linkedin.com/in/shingai,https://fast.wistia.com/embed/medias/36g6qlmz2q,https://asoba.co,California,United States,Techstars Chicago powered by J.P. Morgan
Grain Fertility,"Digital health,Femtech",Pre-Seed,United States,"Grain Fertility seeks to give patients the tools they need to make more informed decisions about their care, improve their fertility journey experience, and decrease the time spent sharing, organizing, and accessing vital fertility information. ","- Application launching in early February
- Partnership and Marketing Agreements with companies and organizations that have over 100,000 fertility patients, members and users
- Conducted over 100 interviews with fertility patients, clinicians, and operators in the fertility field as part of discovery process
- Founder has 15 plus years health policy experience and extensive expertise in fertility field through own patient journey and volunteer work",Grain Fertility Dec 2023 Pitch Deck-compressed.pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/GTyjx8M3KkWch04JnY6OrA/zIvd8DkXAYAbz55LF-goVV18so7fnvZj8oYamaGibjeWzeZ-vSci92iWGZoSlQRMexvR11mT6-aqUSefa7inFeOzs796V_qfJPPIKGyrSYyieJ87x56bJR6z_XwBWVT6-HEOxvyh6o9HcyAO2pd7TEW7W9ztZ4gCJW9wAofQHdcXsb7eg30yuT87v9PNjqu-/_zgkX5pZmXgIAMKqyhxo33XoiSRnceoaRQv6ZEYTBp4),https://brdg.app/s/sfq2ay,Joseph Cody,https://www.linkedin.com/in/joe-cody-8b617820/,,www.grainfertility.com,Maryland,United States,Techstars Washington DC powered by J.P. Morgan
Trellis Health,"Big Data,Digital health,Femtech",Pre-Seed,United States,"Trellis Health is building the first family health record, designed for generational health, starting with personalized software for pregnancy health management and insights.","- Built HIPAA-compliant native iOS app, and the data partnerships needed to unlock health data for over 300M people, nationwide
- Live on the app store in closed beta, with 100% success rate on data integration so far across 7 states, growing 40% MoM
- Raised $500K from angels across the precision medicine industry and emerging VCs ",Trellis Health) TS investor reveal.pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/IwxWKtkQNOkNsYq0uXaawQ/zklSRnCyCfEuu8vhNZIC1NM2hmzHf6lWlfIBWQS2ofyTkDCn5SGLNP1ErliSZIpykU_eWj7yMpbnl8x2w7AMarorq8LIoU2cpbi_WKuH3bPlImubcJIOnB2ZP5EuKpj9bsQeF_UomMrEHpFdOug_K0mTXM_BfoZ64tzmkkAEuCY/TlmrYvRYEprxqfi-kixo4I2nwL4qQLKx2Bo5ldRUwI4),https://brdg.app/s/coo0xd,Estelle Giraud,https://www.linkedin.com/in/estelle-giraud/,https://fast.wistia.com/embed/medias/9hv8noel67,https://www.jointrellishealth.com,Washington,United States,Techstars Seattle Accelerator
Craftle,"Artificial intelligence and machine learning,Mobile commerce",Pre-Seed,United States,Craftle is the AI research companion for your home furnishing journey. We transform the way consumers meet their perfect pieces by crafting living spaces that grow and adapt. We’ve had 68k users & 150k+ designs created in 2 months organically.,"- Added over 68k organic users in 2 months
- Users created over 150k designs within the first two months
- Over 14 times higher purchase conversion rate  through Craftle",Craftle Pitch Deck_FIN.pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/W_j9Ly1jC3ZtI8jUs3xDrQ/BlENh7fCz4TJwGnv63OsV4g-M4eFB5w0QRwABmS2ZYe5Xnb6M66HtOQRq-Fw6JA9iMry3Glg3Aow1ndrZqkRoLRU1d5tfwOE5a8_0wqoVR9MHnCS-9SJqpynDDHGg_1cAdjJXofIW65ggqrqKv9Es1XCKUS7t_GRIAtri9611yE/tDZVaeL0UvAU8Q8HyMjy75J1-wlTMeqLIztCiRSx4dM),https://brdg.app/s/bewwg4,Angela Kim,https://www.linkedin.com/in/angela-kim-0a3b2792/,,https://www.craftle.app,Michigan,United States,Techstars Detroit powered by J.P. Morgan
VAMOS,"Fintech,Impact investing,Mobility tech",Pre-Seed,United States,Vamos is transforming bus travel in Latin America for low-tech and unbanked communities through WhatsApp-based ticketing and customer service solutions. Vamos stands out for its commitment to financial inclusion and digital service accessibility. ,"- Released our main prodcut and chanel whatsapp bot.
- Ministry of Transpor: MTOP promotes the Road Pact with the joining of the company Vamos Ticket S.A.
- We managed to have 90 thousand users through our WhatsApp channel.
- In the Entrepreneurship World Cup, one of the main global competitions, we achieved first place in Ecuador.",Vamos-Version-Techstars (1).pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/yCLLFZ35d-0ZbwAKsDkblA/0NZyxCqNhC6wkRu39kduhGUdtQz5fHjJbZmtTG9Iw7wnjetZEIYEwpxCZ61U2mRm1D0Y4GPQMPbIXBDV8kgqYBZGHEYkE09scPjVTNn6XppoJYxyTSiMXhsO1vkaE2xCFUyMv4i2GpRRhO78rziCSAvYTOzkLDmN1axDrTOB_2Q/aw6g0lZorDIhAOv6pKkRQw_PEVpED2DhSBbie1D0lK0),https://brdg.app/s/706xav,Santiago Ontaneda,https://www.linkedin.com/in/santiago-ontaneda-vivar-b1763726/,,https://vamospasajes.com/,Maryland,United States,Techstars Washington DC powered by J.P. Morgan
Oly,"Artificial intelligence and machine learning,Impact investing,""Technology, media and telecommunications""",Pre-Seed,Europe,"Oly is a B2B SaaS for fashion resale businesses to automate multi-channel listings & enhance data quality. Sellers enjoy a 40% avg. sales increase, up to 100%. We have clients across the US and Europe, and have +15M€ listed on partner marketplaces.","'- Grew ARR by 60% in the last 3 months
- Signed key clients in the US (Designer Revival) and UK (Luxe Collective) that generate over $5M in annual revenue
- Founding team has 10+ years of experience in retail-tech and luxury fashion",Jan24_Oly_deck.pptx (2)_compressed.pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/b7t2PoT-KKJPH7HNGZS40w/_d-_GbPPieFzdMuVKcd0o1ofcNKSuYGLj2upmtF3xDo0ppD8ezAANhlhdtTE4xupmzCQOZFUTdbdAJyBGX7SAE5oq-zRRnOuqtlM33cVb0vuPktVWxvsux2-Cn4BD3AiLYMpjl9QWlcI_8F60MMxxVJAk5ouAAvtO_1-U3m6t7w/a3N707gSQfdgPHgS6GNBi8UNy90_AiRQ_qht1HDaMoI),https://brdg.app/s/11o8tl,Paula Menéndez,https://www.linkedin.com/in/paula-men%C3%A9ndez-pausa-244a64ba/,,https://www.oly-platform.com/,,France,Techstars Future of Ecommerce powered by eBay
MobilityZ Health,"Artificial intelligence and machine learning,Digital health,Healthtech",Pre-Seed,United States,"MobilityZ Health is a digital health SAAS web platform for orthopedic specialists to screen, diagnose, and monitor patients with musculoskeletal (MSK) injuries remotely.
","'- Nine (9) signed LOIs w/ prominent MDs (doctor offices) across the US 
- Beta launch scheduled for 1000+ patients; three (3) large hospital orthopedic doctors finalized to screen patients
- Methodist Hospital (Houston, TX); final-stage discussion for orthopedic patient care
- NASA Human Research Program (HRP) 2023 selection for extended medical capabilities in space
- Secured NVIDIA partnership for AI image detection product-embedded technology",MZHHIS.pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/tmNC05opQZLxx0_rpLuYgg/Rx-xeJcCD0GIU-V4AXztJqejPzqCH995lE5fcbExGky27qbesvjENeeZfuUPMWWauKtEUombJn078lzm4rAynmAcDdxSNXsE3uum2OsCQHqj0eJ0PRnGB1-kMCPr4EVl_puUTDiOQDT64xyRUARbbg/oM_oyn8WpkkM_Id_5MOG7RjX0mT6Z0r38XhD13ZLU8g),https://brdg.app/s/p9eeh3,Sucheshna Patil,https://www.linkedin.com/in/sucheshnapatil/,,www.mobilityzhealth.com,Texas,United States,Build in Tulsa Techstars Accelerator
BioticsAI,"Artificial intelligence and machine learning,Femtech,Healthtech",Pre-Seed,United States,"BioticsAI is a software platform that processes prenatal ultrasound scans and uses AI to localize fetal abnormalities, validate screening quality, and automate report generation - adding both accuracy and efficiency to the diagnostic process.","- Initiated pilots at 10 healthcare institutions
- Have gained access to a growing dataset of over 8 million ultrasound images
- Proprietary computer vision algorithms that have at least 96% accuracy
- Winners of TechCrunch Disrupt in San Francisco",BioticsAI_Deck_Short.pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/qlRAy7d5zSDYcR2-0EBfGQ/GfaNB-m09MGHNd_3rYqw4pwBAQ8YoubQRz6nCceF-daUXWNSYmeUE51luwbWdIcmdHQbYBFG5CCcACjkutKdspDx2WU0dhjCX0Jx-M5IBMiP7cJ7ObVKqOWqFqBCJrKsdA7otkI7E69tT--L0RKdbPNt6ygkI6ANYl3QSZj0Hvk/nYI0DhpRFMLwN3RNDEPQ00_bRdEIL7x14LSilDHEvMw),https://brdg.app/s/pawewl,Robhy Bustami,https://www.linkedin.com/in/robhybustami/,,https://www.biotics.ai,California,United States,Techstars Boston Accelerator
NaviSavi Travel,"Ephemeral content,Mobile commerce,""Technology, media and telecommunications""",Pre-Seed,United States,"NaviSavi Travel is a global travel marketplace where users share videos (UGC) of their experiences and recommendations from their phones and travel businesses license the content from the community, using them for marketing and sales purposes.","- Pre-sold $88K in content licensing contracts before platform launch with TUI — one of the world's largest holiday providers in the UK
- Partnership with Meta for sharing travel videos to their platforms with an attribution link to purchase travel back to our application
- Filing patent for video tagging and algorithm for serving personalization in travel with video content",Email Deck Demo Day Final.pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/hL02kzVCw1cmCBhJ4fcOFA/i7Rpeq3djgzmQGIyiPvakb8XhmFWOgj7Mjvpi3yGJYr-xCFfG53XsXCmAQXPECicBqQjRrqmtCk-_Ipv5tQQBFnfaNKMYSpTS6dBtSe4JO6XR1gdqj6lxx0LZSyYneMBG1NvioB44kZRpuj1qWXyJOSiXhubi98m5fazI2ucCBE/ynP3l_-XlUF1jm2J4YRXVkjb5LEBAQ-CpyXJYeDl0-Y),https://brdg.app/s/gbjixy,Sally Bunnell,https://www.linkedin.com/in/sallybunnell/,,www.navisaviapp.com,Nebraska,United States,Build in Tulsa Techstars Accelerator
iMETALX Inc,"Artificial intelligence and machine learning,Robotics,Space tech",Seed,United States,"iMETALX detects, tracks, characterizes and maintains custody of space objects including debris less than 10cm and enables servicing of unprepared space assets using novel sensors and algorithms. iMETALX is based in Sausalito, CA.","'- $3.85M in USSF & USAF Phase II and Phase I Awards including Orbital Prime
- Successful Demonstration to SOCOM, USAF with Tactical Datalinks
- Successful Bench Test of RPODC Kit Algorithms
- Acquired License for Track Before Detect from National Research Institution and Patent from NASA (in addition to its own patent and pending patent)",2024_0119-iMetalX-FINAL.pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/5lMWTEsq_GPldWGWeE1YpA/zQg1OkSyuTr7WzLvgOm1lvKnOvPbaeT6_4FN0zsHKxc7VUHeaBpAKlohEUw6aLDmkghHinUVCMxcsaD1rJXff5xonqC0ZZPqdDrMT9JPxhhi_Z_ajlvvIudZX5BSX1pciehPnXzsSwO0UtYEhxAWEcEvnM-QaG4-4E3FzjZch6g/7uV9UfM54ptY-NJ0dr2zU-NGXSmckKjXdF-9jVLIhsU),https://brdg.app/s/ikj2wq,Nehal Gajjar,https://www.linkedin.com/in/nehalg,https://fast.wistia.com/embed/medias/e6zvhedgv5,https://www.imetalx.com,California,United States,Techstars Space Accelerator
rhetora.ai,"Artificial intelligence and machine learning,Future of work",Pre-Seed,United States,"For sales teams that are spending too much time doing admin work and not speaking to enough prospects, rhetora.ai is a desktop app that provides the fastest selling experience by automating every manual task by simply telling it what to do. ","- Launched Beta 1.0 in August, grew +100% MoM to 500 users in 4 months 
- Launched Beta 2.0 with 3 paid pilots; another 10 companies on the waiting list",rhetora.aipitchdeck.pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/rvqoD5SrzUP2peuR1KNMgg/_BYceN04BhY_oBCK1eTaNLL2hUiHHS_baD7d8fBqgE6uQ6ZaCHQVjRWztUe6BJNt6ATN9mT_q-_LW_bGztCOtumdWPUydy4QOUfDsF6t0cX7YqJ4KaxWs1nuiTNc8MWBXj830HC7MKfdAin94cbO522weH7GwsN7QRogqxuPH4g/FMQvDdbVP3itEVFWTOE9-jmb0w2fpmOjXSQRfvxWHVM),https://brdg.app/s/isig51,Luka Erić,https://www.linkedin.com/in/lukaeric/,,https://www.rhetora.ai/,California,United States,Techstars Miami powered by J.P. Morgan
